id,jour,ordre histoires,ordre conditions,histoire,condition,type,reponse donnee,reponse attendue,evaluation,orthographe,transcription,reponse phonetique,distance,mot le plus proche,transcription,distance
11,2,s 3120,c 2301,2,0,personnage,Tereinat,Soltete,False,,,z_o_l_t_e_t_@,10,,,10
11,2,s 3120,c 2301,2,0,vehicule,Sonistik,Wecktellin,False,Kaimane,k_aI_m_a_n_@,v_@_k_t_e_l_i_n,7.42857142857143,Keimase,k_aI_m_a_s_@,1.142857142857143
11,2,s 3120,c 2301,3,2,personnage,Mielbete,Lasgelich,False,,,l_a_s_g_e_l_i_C,10,,,10
12,2,s 2130,c 1032,0,2,vehicule,Mattendich,Sonistik,False,megase,m_e_g_a_s_@,z_o_n_i_s_t_i_k,7.2857142857142865,Melare,m_e_l_a_r_@,2.5714285714285716
12,2,s 2130,c 1032,0,2,maison,Keimase,Keimase,True,Kaimase,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0,Keimase,k_aI_m_a_s_@,0.0
12,2,s 2130,c 1032,1,0,maison,Sonistik,Ligete,False,,,l_i_g_e_t_@,10,,,10
12,2,s 2130,c 1032,0,2,personnage,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
12,2,s 2130,c 1032,3,3,maison,Zulergen,Zulergen,True,Zugete,ts_u_g_e_t_@,ts_u_l_@_r_g_@,3.2857142857142865,Ligete,l_i_g_e_t_@,2.285714285714286
12,2,s 2130,c 1032,1,0,vehicule,Ligete,Mattendich,False,,,m_a_t_@_n_d_i_C,10,,,10
12,2,s 2130,c 1032,2,1,maison,Madikten,Madikten,True,Tugete,t_u_g_e_t_@,m_a_d_i_k_t_@,5.285714285714286,Ligete,l_i_g_e_t_@,2.285714285714286
12,2,s 2130,c 1032,1,0,personnage,Tereinat,Tereinat,True,Teiraneit,t_aI_r_a_n_aI_t,t_e_r_aI_n_a_t,1.142857142857143,Tereinat,t_e_r_aI_n_a_t,1.142857142857143
12,2,s 2130,c 1032,3,3,vehicule,Melare,Melare,True,,,m_e_l_a_r_@,10,,,10
12,2,s 2130,c 1032,2,1,personnage,Soltete,Soltete,True,Soltete,z_o_l_t_e_t_@,z_o_l_t_e_t_@,0.0,Soltete,z_o_l_t_e_t_@,0.0
12,2,s 2130,c 1032,2,1,vehicule,Wecktellin,Wecktellin,True,Velocit,v_e_l_o_c_i_t,v_@_k_t_e_l_i_n,5.8571428571428585,Melare,m_e_l_a_r_@,5.285714285714286
12,2,s 2130,c 1032,3,3,personnage,Lasgelich,Lasgelich,True,Filagrete,f_i_l_a_g_r_e_t_@,l_a_s_g_e_l_i_C,6.857142857142858,Mielbete,m_i_l_b_e_t_@,3.8571428571428577
9,3,s 3210,c 2031,0,1,vehicule,Sonistik,Sonistik,True,,,z_o_n_i_s_t_i_k,10,,,10
9,3,s 3210,c 2031,0,1,maison,Keimase,Keimase,True,Kaimasse,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0,Keimase,k_aI_m_a_s_@,0.0
9,3,s 3210,c 2031,1,3,maison,Zulergen,Ligete,False,,,l_i_g_e_t_@,10,,,10
9,3,s 3210,c 2031,0,1,personnage,Mielbete,Mielbete,True,,,m_i_l_b_e_t_@,10,,,10
9,3,s 3210,c 2031,3,2,maison,Madikten,Zulergen,False,,,ts_u_l_@_r_g_@,10,,,10
9,3,s 3210,c 2031,1,3,vehicule,Mattendich,Mattendich,True,,,m_a_t_@_n_d_i_C,10,,,10
9,3,s 3210,c 2031,2,0,maison,Ligete,Madikten,False,,,m_a_d_i_k_t_@,10,,,10
9,3,s 3210,c 2031,1,3,personnage,Tereinat,Tereinat,True,Tereinat,t_e_r_aI_n_a_t,t_e_r_aI_n_a_t,0.0,Tereinat,t_e_r_aI_n_a_t,0.0
9,3,s 3210,c 2031,3,2,vehicule,Melare,Melare,True,,,m_e_l_a_r_@,10,,,10
9,3,s 3210,c 2031,2,0,personnage,Soltete,Soltete,True,Soltete,z_o_l_t_e_t_@,z_o_l_t_e_t_@,0.0,Soltete,z_o_l_t_e_t_@,0.0
9,3,s 3210,c 2031,2,0,vehicule,Wecktellin,Wecktellin,True,,,v_@_k_t_e_l_i_n,10,,,10
9,3,s 3210,c 2031,3,2,personnage,Lasgelich,Lasgelich,True,Lasgelich,l_a_s_g_e_l_i_C,l_a_s_g_e_l_i_C,0.0,Lasgelich,l_a_s_g_e_l_i_C,0.0
7,3,s 1320,c 1023,0,3,vehicule,Melare,Sonistik,False,,,z_o_n_i_s_t_i_k,10,,,10
7,3,s 1320,c 1023,0,3,maison,Zulergen,Keimase,False,,,k_aI_m_a_s_@,10,,,10
7,3,s 1320,c 1023,1,1,maison,Sonistik,Ligete,False,Ligete,l_i_g_e_t_@,l_i_g_e_t_@,0.0,Ligete,l_i_g_e_t_@,0.0
7,3,s 1320,c 1023,0,3,personnage,Lasgelich,Mielbete,False,Mendelin,m_@_n_d_e_l_i_n,m_i_l_b_e_t_@,5.0,Wecktellin,v_@_k_t_e_l_i_n,2.857142857142857
7,3,s 1320,c 1023,3,0,maison,Sonistik,Zulergen,False,,,ts_u_l_@_r_g_@,10,,,10
7,3,s 1320,c 1023,1,1,vehicule,Mattendich,Mattendich,True,,,m_a_t_@_n_d_i_C,10,,,10
7,3,s 1320,c 1023,2,2,maison,Tereinat,Madikten,False,,,m_a_d_i_k_t_@,10,,,10
7,3,s 1320,c 1023,1,1,personnage,Ligete,Tereinat,False,,,t_e_r_aI_n_a_t,10,,,10
7,3,s 1320,c 1023,3,0,vehicule,Keimase,Melare,False,,,m_e_l_a_r_@,10,,,10
7,3,s 1320,c 1023,2,2,personnage,Mielbete,Soltete,False,,,z_o_l_t_e_t_@,10,,,10
7,3,s 1320,c 1023,2,2,vehicule,Wecktellin,Wecktellin,True,,,v_@_k_t_e_l_i_n,10,,,10
7,3,s 1320,c 1023,3,0,personnage,Ligete,Lasgelich,False,Salvete ,z_a_l_v_e_t_@,l_a_s_g_e_l_i_C,5.857142857142858,Soltete,z_o_l_t_e_t_@,2.857142857142857
8,3,s 0132,c 0231,0,0,vehicule,Sonistik,Sonistik,True,Sonistik,z_o_n_i_s_t_i_k,z_o_n_i_s_t_i_k,0.0,Sonistik,z_o_n_i_s_t_i_k,0.0
8,3,s 0132,c 0231,0,0,maison,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
8,3,s 0132,c 0231,1,2,maison,Ligete,Ligete,True,,,l_i_g_e_t_@,10,,,10
8,3,s 0132,c 0231,0,0,personnage,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
8,3,s 0132,c 0231,3,3,maison,Zulergen,Zulergen,True,,,ts_u_l_@_r_g_@,10,,,10
8,3,s 0132,c 0231,1,2,vehicule,Mattendich,Mattendich,True,,,m_a_t_@_n_d_i_C,10,,,10
8,3,s 0132,c 0231,2,1,maison,Melare,Madikten,False,,,m_a_d_i_k_t_@,10,,,10
8,3,s 0132,c 0231,1,2,personnage,Tereinat,Tereinat,True,,,t_e_r_aI_n_a_t,10,,,10
8,3,s 0132,c 0231,3,3,vehicule,Madikten,Melare,False,,,m_e_l_a_r_@,10,,,10
8,3,s 0132,c 0231,2,1,personnage,Soltete,Soltete,True,Sodete,z_o_d_e_t_@,z_o_l_t_e_t_@,1.7142857142857144,Soltete,z_o_l_t_e_t_@,1.7142857142857144
8,3,s 0132,c 0231,2,1,vehicule,Wecktellin,Wecktellin,True,Vektelin,v_@_k_t_e_l_i_n,v_@_k_t_e_l_i_n,0.0,Wecktellin,v_@_k_t_e_l_i_n,0.0
8,3,s 0132,c 0231,3,3,personnage,Lasgelich,Lasgelich,True,Lasgelich,l_a_s_g_e_l_i_C,l_a_s_g_e_l_i_C,0.0,Lasgelich,l_a_s_g_e_l_i_C,0.0
14,2,s 3102,c 2310,0,1,vehicule,Ligete,Sonistik,False,Mesclave,m_@_s_k_l_a_v_@,z_o_n_i_s_t_i_k,8.714285714285715,Melare,m_e_l_a_r_@,3.428571428571429
14,2,s 3102,c 2310,0,1,maison,Wecktellin,Keimase,False,,,k_aI_m_a_s_@,10,,,10
14,2,s 3102,c 2310,1,3,maison,Sonistik,Ligete,False,,,l_i_g_e_t_@,10,,,10
14,2,s 3102,c 2310,0,1,personnage,Tereinat,Mielbete,False,sangete,z_a_n_g_e_t_@,m_i_l_b_e_t_@,3.714285714285715,Ligete,l_i_g_e_t_@,2.857142857142857
14,2,s 3102,c 2310,3,2,maison,Keimase,Zulergen,False,Trigollore,t_r_i_g_o_l_o_r_@,ts_u_l_@_r_g_@,5.857142857142858,Zulergen,ts_u_l_@_r_g_@,5.857142857142858
14,2,s 3102,c 2310,1,3,vehicule,Sonistik,Mattendich,False,Sadose,z_a_d_o_s_e,m_a_t_@_n_d_i_C,6.857142857142858,Keimase,k_aI_m_a_s_@,4.0
14,2,s 3102,c 2310,2,0,maison,Melare,Madikten,False,Tribune,t_r_i_n_u_n_@,m_a_d_i_k_t_@,7.2857142857142865,Tereinat,t_e_r_aI_n_a_t,5.714285714285715
14,2,s 3102,c 2310,1,3,personnage,Soltete,Tereinat,False,Tregotte,t_r_e_g_o_t_@,t_e_r_aI_n_a_t,5.714285714285715,Ligete,l_i_g_e_t_@,4.000000000000001
14,2,s 3102,c 2310,3,2,vehicule,Mattendich,Melare,False,,,m_e_l_a_r_@,10,,,10
14,2,s 3102,c 2310,2,0,personnage,Lasgelich,Soltete,False,Pulere,p_u_l_e_r_@,z_o_l_t_e_t_@,4.571428571428571,Zulergen,ts_u_l_@_r_g_@,1.7142857142857144
14,2,s 3102,c 2310,2,0,vehicule,Zulergen,Wecktellin,False,,,v_@_k_t_e_l_i_n,10,,,10
14,2,s 3102,c 2310,3,2,personnage,Mattendich,Lasgelich,False,Isone,i_s_o_n_@,l_a_s_g_e_l_i_C,6.714285714285715,Ligete,l_i_g_e_t_@,4.714285714285715
13,2,s 1023,c 1320,0,3,vehicule,Wecktellin,Sonistik,False,,,z_o_n_i_s_t_i_k,10,,,10
13,2,s 1023,c 1320,0,3,maison,Melare,Keimase,False,Maternich,m_a_t_@_r_n_i_C,k_aI_m_a_s_@,6.714285714285714,Mattendich,m_a_t_@_n_d_i_C,2.0
13,2,s 1023,c 1320,1,1,maison,-1,Ligete,False,,,l_i_g_e_t_@,10,,,10
13,2,s 1023,c 1320,0,3,personnage,-1,Mielbete,False,,,m_i_l_b_e_t_@,10,,,10
13,2,s 1023,c 1320,3,0,maison,Zulergen,Zulergen,True,Zouleten,ts_u_l_e_t_@,ts_u_l_@_r_g_@,2.1428571428571432,Zulergen,ts_u_l_@_r_g_@,2.1428571428571432
13,2,s 1023,c 1320,1,1,vehicule,Keimase,Mattendich,False,Senate,z_e_n_a_t_@,m_a_t_@_n_d_i_C,6.571428571428572,Melare,m_e_l_a_r_@,3.2857142857142856
13,2,s 1023,c 1320,2,2,maison,Soltete,Madikten,False,,,m_a_d_i_k_t_@,10,,,10
13,2,s 1023,c 1320,1,1,personnage,Tereinat,Tereinat,True,Terenate,t_e_r_e_n_a_t_@,t_e_r_aI_n_a_t,2.1428571428571432,Tereinat,t_e_r_aI_n_a_t,2.1428571428571432
13,2,s 1023,c 1320,3,0,vehicule,Ligete,Melare,False,,,m_e_l_a_r_@,10,,,10
13,2,s 1023,c 1320,2,2,personnage,Mattendich,Soltete,False,,,z_o_l_t_e_t_@,10,,,10
13,2,s 1023,c 1320,2,2,vehicule,Lasgelich,Wecktellin,False,,,v_@_k_t_e_l_i_n,10,,,10
13,2,s 1023,c 1320,3,0,personnage,Mielbete,Lasgelich,False,,,l_a_s_g_e_l_i_C,10,,,10
11,3,s 3120,c 2301,0,1,vehicule,Sonistik,Sonistik,True,Kaimane,k_aI_m_a_n_@,z_o_n_i_s_t_i_k,8.571428571428573,Keimase,k_aI_m_a_s_@,1.142857142857143
11,3,s 3120,c 2301,0,1,maison,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
11,3,s 3120,c 2301,1,3,maison,Madikten,Ligete,False,,,l_i_g_e_t_@,10,,,10
11,3,s 3120,c 2301,0,1,personnage,Mielbete,Mielbete,True,Lasgelich,l_a_s_g_e_l_i_C,m_i_l_b_e_t_@,7.000000000000001,Lasgelich,l_a_s_g_e_l_i_C,0.0
11,3,s 3120,c 2301,3,2,maison,Zulergen,Zulergen,True,,,ts_u_l_@_r_g_@,10,,,10
11,3,s 3120,c 2301,1,3,vehicule,Wecktellin,Mattendich,False,,,m_a_t_@_n_d_i_C,10,,,10
11,3,s 3120,c 2301,2,0,maison,Mattendich,Madikten,False,,,m_a_d_i_k_t_@,10,,,10
11,3,s 3120,c 2301,1,3,personnage,Soltete,Tereinat,False,,,t_e_r_aI_n_a_t,10,,,10
11,3,s 3120,c 2301,3,2,vehicule,Melare,Melare,True,,,m_e_l_a_r_@,10,,,10
11,3,s 3120,c 2301,2,0,personnage,Ligete,Soltete,False,,,z_o_l_t_e_t_@,10,,,10
11,3,s 3120,c 2301,2,0,vehicule,Keimase,Wecktellin,False,Matendich,m_a_t_@_n_d_i_C,v_@_k_t_e_l_i_n,6.0,Mattendich,m_a_t_@_n_d_i_C,0.0
11,3,s 3120,c 2301,3,2,personnage,Lasgelich,Lasgelich,True,,,l_a_s_g_e_l_i_C,10,,,10
10,3,s 1203,c 1230,0,3,vehicule,Sonistik,Sonistik,True,,,z_o_n_i_s_t_i_k,10,,,10
10,3,s 1203,c 1230,0,3,maison,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
10,3,s 1203,c 1230,1,1,maison,Zulergen,Ligete,False,,,l_i_g_e_t_@,10,,,10
10,3,s 1203,c 1230,0,3,personnage,Mielbete,Mielbete,True,milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
10,3,s 1203,c 1230,3,0,maison,Ligete,Zulergen,False,,,ts_u_l_@_r_g_@,10,,,10
10,3,s 1203,c 1230,1,1,vehicule,Mattendich,Mattendich,True,mattendich,m_a_t_@_n_d_i_C,m_a_t_@_n_d_i_C,0.0,Mattendich,m_a_t_@_n_d_i_C,0.0
10,3,s 1203,c 1230,2,2,maison,Madikten,Madikten,True,madigten,m_a_d_i_g_t_@,m_a_d_i_k_t_@,0.7142857142857143,Madikten,m_a_d_i_k_t_@,0.7142857142857143
10,3,s 1203,c 1230,1,1,personnage,Tereinat,Tereinat,True,terreinat,t_e_r_aI_n_a_t,t_e_r_aI_n_a_t,0.0,Tereinat,t_e_r_aI_n_a_t,0.0
10,3,s 1203,c 1230,3,0,vehicule,Melare,Melare,True,,,m_e_l_a_r_@,10,,,10
10,3,s 1203,c 1230,2,2,personnage,Soltete,Soltete,True,,,z_o_l_t_e_t_@,10,,,10
10,3,s 1203,c 1230,2,2,vehicule,Wecktellin,Wecktellin,True,vectellin,v_@_k_t_e_l_i_n,v_@_k_t_e_l_i_n,0.0,Wecktellin,v_@_k_t_e_l_i_n,0.0
10,3,s 1203,c 1230,3,0,personnage,Lasgelich,Lasgelich,True,,,l_a_s_g_e_l_i_C,10,,,10
12,3,s 2130,c 1032,0,2,vehicule,Mattendich,Sonistik,False,Ligete,l_i_g_e_t_@,z_o_n_i_s_t_i_k,6.714285714285714,Ligete,l_i_g_e_t_@,0.0
12,3,s 2130,c 1032,0,2,maison,Keimase,Keimase,True,Kaimase,k_al_m_a_s_@,k_aI_m_a_s_@,0.0,Keimase,k_aI_m_a_s_@,0.0
12,3,s 2130,c 1032,1,0,maison,Wecktellin,Ligete,False,,,l_i_g_e_t_@,10,,,10
12,3,s 2130,c 1032,0,2,personnage,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
12,3,s 2130,c 1032,3,3,maison,Zulergen,Zulergen,True,Zulerge,ts_u_l_@_r_g_@,ts_u_l_@_r_g_@,0.0,Zulergen,ts_u_l_@_r_g_@,0.0
12,3,s 2130,c 1032,1,0,vehicule,-1,Mattendich,False,,,m_a_t_@_n_d_i_C,10,,,10
12,3,s 2130,c 1032,2,1,maison,Madikten,Madikten,True,Madickte,m_a_d_i_k_t_@,m_a_d_i_k_t_@,0.0,Madikten,m_a_d_i_k_t_@,0.0
12,3,s 2130,c 1032,1,0,personnage,Tereinat,Tereinat,True,Teiranait,t_e_r_a_n_aI_t,t_e_r_aI_n_a_t,0.0,Tereinat,t_e_r_aI_n_a_t,0.0
12,3,s 2130,c 1032,3,3,vehicule,-1,Melare,False,Malere,m_a_l_e_r_@,m_e_l_a_r_@,2.285714285714286,Melare,m_e_l_a_r_@,2.285714285714286
12,3,s 2130,c 1032,2,1,personnage,Soltete,Soltete,True,Sultete ,z_u_l_t_e_t_@,z_o_l_t_e_t_@,0.7142857142857143,Soltete,z_o_l_t_e_t_@,0.7142857142857143
12,3,s 2130,c 1032,2,1,vehicule,Wecktellin,Wecktellin,True,Wecktolin,v_@_k_t_o_l_i_n,v_@_k_t_e_l_i_n,1.142857142857143,Wecktellin,v_@_k_t_e_l_i_n,1.142857142857143
12,3,s 2130,c 1032,3,3,personnage,Zulergen,Lasgelich,False,Lasgelich,l_a_s_g_e_l_i_C,l_a_s_g_e_l_i_C,0.0,Lasgelich,l_a_s_g_e_l_i_C,0.0
16,2,s 3201,c 2013,0,1,vehicule,Wecktellin,Sonistik,False,,,z_o_n_i_s_t_i_k,10,,,10
16,2,s 3201,c 2013,0,1,maison,Mattendich,Keimase,False,,,k_aI_m_a_s_@,10,,,10
16,2,s 3201,c 2013,1,3,maison,Ligete,Ligete,True,,,l_i_g_e_t_@,10,,,10
16,2,s 3201,c 2013,0,1,personnage,Sonistik,Mielbete,False,Miehlbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
16,2,s 3201,c 2013,3,2,maison,Mielbete,Zulergen,False,Tibet,t_i_b_e_t,ts_u_l_@_r_g_@,5.428571428571429,Ligete,l_i_g_e_t_@,2.857142857142857
16,2,s 3201,c 2013,1,3,vehicule,Melare,Mattendich,False,Matreschke,m_a_t_r_@_S_k_@,m_a_t_@_n_d_i_C,5.000000000000001,Madikten,m_a_d_i_k_t_@,4.2857142857142865
16,2,s 3201,c 2013,2,0,maison,Keimase,Madikten,False,,,m_a_d_i_k_t_@,10,,,10
16,2,s 3201,c 2013,1,3,personnage,Zulergen,Tereinat,False,Trenete,t_r_e_n_@_t_@,t_e_r_aI_n_a_t,4.2857142857142865,Ligete,l_i_g_e_t_@,4.000000000000001
16,2,s 3201,c 2013,3,2,vehicule,Madikten,Melare,False,,,m_e_l_a_r_@,10,,,10
16,2,s 3201,c 2013,2,0,personnage,Tereinat,Soltete,False,Soltene,z_o_l_t_e_n_@,z_o_l_t_e_t_@,1.142857142857143,Soltete,z_o_l_t_e_t_@,1.142857142857143
16,2,s 3201,c 2013,2,0,vehicule,Lasgelich,Wecktellin,False,,,v_@_k_t_e_l_i_n,10,,,10
16,2,s 3201,c 2013,3,2,personnage,Mattendich,Lasgelich,False,,,l_a_s_g_e_l_i_C,10,,,10
15,2,s 2301,c 3120,0,2,vehicule,Wecktellin,Sonistik,False,,,z_o_n_i_s_t_i_k,10,,,10
15,2,s 2301,c 3120,0,2,maison,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
15,2,s 2301,c 3120,1,0,maison,Lasgelich,Ligete,False,,,l_i_g_e_t_@,10,,,10
15,2,s 2301,c 3120,0,2,personnage,Sonistik,Mielbete,False,mehbetee,m_e_b_e_t_e,m_i_l_b_e_t_@,1.7142857142857144,Mielbete,m_i_l_b_e_t_@,1.7142857142857144
15,2,s 2301,c 3120,3,1,maison,Ligete,Zulergen,False,,,ts_u_l_@_r_g_@,10,,,10
15,2,s 2301,c 3120,1,0,vehicule,Zulergen,Mattendich,False,,,m_a_t_@_n_d_i_C,10,,,10
15,2,s 2301,c 3120,2,3,maison,Madikten,Madikten,True,mastig,m_a_s_t_i_C,m_a_d_i_k_t_@,4.857142857142858,Mattendich,m_a_t_@_n_d_i_C,3.428571428571429
15,2,s 2301,c 3120,1,0,personnage,Melare,Tereinat,False,tierenat,t_i_r_e_n_a_t,t_e_r_aI_n_a_t,1.8571428571428572,Tereinat,t_e_r_aI_n_a_t,1.8571428571428572
15,2,s 2301,c 3120,3,1,vehicule,Tereinat,Melare,False,,,m_e_l_a_r_@,10,,,10
15,2,s 2301,c 3120,2,3,personnage,Keimase,Soltete,False,solltetee,z_o_l_t_e_t_e,z_o_l_t_e_t_@,0.0,Soltete,z_o_l_t_e_t_@,0.0
15,2,s 2301,c 3120,2,3,vehicule,Mattendich,Wecktellin,False,,,v_@_k_t_e_l_i_n,10,,,10
15,2,s 2301,c 3120,3,1,personnage,Sonistik,Lasgelich,False,,,l_a_s_g_e_l_i_C,10,,,10
13,3,s 1023,c 1320,0,3,vehicule,Sonistik,Sonistik,True,,,z_o_n_i_s_t_i_k,10,,,10
13,3,s 1023,c 1320,0,3,maison,Mattendich,Keimase,False,,,k_aI_m_a_s_@,10,,,10
13,3,s 1023,c 1320,1,1,maison,Lasgelich,Ligete,False,,,l_i_g_e_t_@,10,,,10
13,3,s 1023,c 1320,0,3,personnage,Soltete,Mielbete,False,,,m_i_l_b_e_t_@,10,,,10
13,3,s 1023,c 1320,3,0,maison,Keimase,Zulergen,False,Matiste,m_a_t_i_s_t_@,ts_u_l_@_r_g_@,7.2857142857142865,Madikten,m_a_d_i_k_t_@,1.8571428571428572
13,3,s 1023,c 1320,1,1,vehicule,Madikten,Mattendich,False,,,m_a_t_@_n_d_i_C,10,,,10
13,3,s 1023,c 1320,2,2,maison,Ligete,Madikten,False,,,m_a_d_i_k_t_@,10,,,10
13,3,s 1023,c 1320,1,1,personnage,Tereinat,Tereinat,True,Tere..nate,t_e_r_e_n_a_t_@,t_e_r_aI_n_a_t,2.1428571428571432,Tereinat,t_e_r_aI_n_a_t,2.1428571428571432
13,3,s 1023,c 1320,3,0,vehicule,Zulergen,Melare,False,Soliste,z_o_l_i_s_t_@,m_e_l_a_r_@,5.857142857142858,Sonistik,z_o_n_i_s_t_i_k,2.428571428571429
13,3,s 1023,c 1320,2,2,personnage,Melare,Soltete,False,,,z_o_l_t_e_t_@,10,,,10
13,3,s 1023,c 1320,2,2,vehicule,Mielbete,Wecktellin,False,,,v_@_k_t_e_l_i_n,10,,,10
13,3,s 1023,c 1320,3,0,personnage,Mattendich,Lasgelich,False,,,l_a_s_g_e_l_i_C,10,,,10
17,2,s 2013,c 3201,0,2,vehicule,-1,Sonistik,False,,,z_o_n_i_s_t_i_k,10,,,10
17,2,s 2013,c 3201,0,2,maison,-1,Keimase,False,,,k_aI_m_a_s_@,10,,,10
17,2,s 2013,c 3201,1,0,maison,-1,Ligete,False,,,l_i_g_e_t_@,10,,,10
17,2,s 2013,c 3201,0,2,personnage,-1,Mielbete,False,,,m_i_l_b_e_t_@,10,,,10
17,2,s 2013,c 3201,3,1,maison,-1,Zulergen,False,,,ts_u_l_@_r_g_@,10,,,10
17,2,s 2013,c 3201,1,0,vehicule,-1,Mattendich,False,,,m_a_t_@_n_d_i_C,10,,,10
17,2,s 2013,c 3201,2,3,maison,-1,Madikten,False,,,m_a_d_i_k_t_@,10,,,10
17,2,s 2013,c 3201,1,0,personnage,Tereinat,Tereinat,True,,,t_e_r_aI_n_a_t,10,,,10
17,2,s 2013,c 3201,3,1,vehicule,Ligete,Melare,False,,,m_e_l_a_r_@,10,,,10
17,2,s 2013,c 3201,2,3,personnage,Zulergen,Soltete,False,,,z_o_l_t_e_t_@,10,,,10
17,2,s 2013,c 3201,2,3,vehicule,-1,Wecktellin,False,,,v_@_k_t_e_l_i_n,10,,,10
17,2,s 2013,c 3201,3,1,personnage,Lasgelich,Lasgelich,True,Laskelich,l_a_s_k_e_l_i_C,l_a_s_g_e_l_i_C,0.7142857142857143,Lasgelich,l_a_s_g_e_l_i_C,0.7142857142857143
1,1,s 1302,c 3012,0,1,maison,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
1,1,s 1302,c 3012,0,1,vehicule,Sonistik,Sonistik,True,Solistik,z_o_l_i_s_t_i_k,z_o_n_i_s_t_i_k,0.7142857142857143,Sonistik,z_o_n_i_s_t_i_k,0.7142857142857143
1,1,s 1302,c 3012,0,1,personnage,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
2,1,s 3012,c 2130,0,1,maison,Keimase,Keimase,True,Kaimasse,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0,Keimase,k_aI_m_a_s_@,0.0
2,1,s 3012,c 2130,0,1,vehicule,Sonistik,Sonistik,True,Sunistik,z_u_n_i_s_t_i_k,z_o_n_i_s_t_i_k,0.7142857142857143,Sonistik,z_o_n_i_s_t_i_k,0.7142857142857143
2,1,s 3012,c 2130,0,1,personnage,Mielbete,Mielbete,True,Malbecke,m_a_l_b_e_k_@,m_i_l_b_e_t_@,1.8571428571428572,Mielbete,m_i_l_b_e_t_@,1.8571428571428572
3,1,s 0321,c 0312,0,0,maison,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
3,1,s 0321,c 0312,0,0,vehicule,Sonistik,Sonistik,True,solistik,z_o_l_i_s_t_i_k,z_o_n_i_s_t_i_k,0.7142857142857143,Sonistik,z_o_n_i_s_t_i_k,0.7142857142857143
3,1,s 0321,c 0312,0,0,personnage,Mielbete,Mielbete,True,,,m_i_l_b_e_t_@,10,,,10
4,1,s 0231,c 0132,0,0,maison,Keimase,Keimase,True,Kai Maasen,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0,Keimase,k_aI_m_a_s_@,0.0
4,1,s 0231,c 0132,0,0,vehicule,Sonistik,Sonistik,True,Sonistik,z_o_n_i_s_t_i_k,z_o_n_i_s_t_i_k,0.0,Sonistik,z_o_n_i_s_t_i_k,0.0
4,1,s 0231,c 0132,0,0,personnage,Mielbete,Mielbete,True,Dimil Beteq,d_i_m_i_l_b_e_t_@_k,m_i_l_b_e_t_@,3.0,Mielbete,m_i_l_b_e_t_@,3.0
5,1,s 2310,c 3102,0,2,maison,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
5,1,s 2310,c 3102,0,2,vehicule,Sonistik,Sonistik,True,somistik,z_o_m_i_s_t_i_k,z_o_n_i_s_t_i_k,0.7142857142857143,Sonistik,z_o_n_i_s_t_i_k,0.7142857142857143
5,1,s 2310,c 3102,0,2,personnage,Mielbete,Mielbete,True,milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
6,1,s 3021,c 2103,0,1,maison,Keimase,Keimase,True,keimase,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0,Keimase,k_aI_m_a_s_@,0.0
6,1,s 3021,c 2103,0,1,vehicule,Sonistik,Sonistik,True,sunnistik,z_u_n_i_s_t_i_k,z_o_n_i_s_t_i_k,0.7142857142857143,Sonistik,z_o_n_i_s_t_i_k,0.7142857142857143
6,1,s 3021,c 2103,0,1,personnage,Mielbete,Mielbete,True,milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
7,1,s 1320,c 1023,0,3,maison,Ligete,Keimase,False,Algave,a_l_g_a_v_@,k_aI_m_a_s_@,4.2857142857142865,Keimase,k_aI_m_a_s_@,4.2857142857142865
